game_id,date,season,game_type,team,opponent,team_win,wembanyama_points,wembanyama_player_ts_pct,wembanyama_player_efg_pct,wembanyama_fta,wembanyama_rebounds,wembanyama_blocks,wembanyama_assists,wembanyama_turnovers,wembanyama_pf,wembanyama_plus_minus,team_bench_points,team_bench_rebounds,team_bench_assists,team_bench_plus_minus,opponent_bench_points,opponent_bench_rebounds,opponent_bench_assists,opponent_bench_plus_minus,bench_margin,opp_fg3a,opp_fg3_pct
22500047,2025-11-14,2025-26,regular_season,SAS,GSW,0,26.0,0.5824372759856631,0.5476190476190477,3.0,12.0,3.0,4.0,3.0,1.0,6.0,27,15,5,7,19,13,3,5,8,45,0.378
22500234,2025-11-16,2025-26,regular_season,SAS,SAC,1,,,,,,,,,,,34,26,16,-6,14,5,3,-30,20,33,0.364
22500252,2025-11-18,2025-26,regular_season,SAS,MEM,1,,,,,,,,,,,34,18,7,22,31,26,13,-57,3,39,0.308
22500267,2025-11-20,2025-26,regular_season,SAS,ATL,1,,,,,,,,,,,33,17,13,13,33,12,11,-29,0,37,0.541
22500281,2025-11-23,2025-26,regular_season,SAS,PHX,0,,,,,,,,,,,30,20,5,-44,23,17,8,8,7,38,0.368
22500067,2025-11-26,2025-26,regular_season,SAS,POR,1,,,,,,,,,,,24,20,5,5,25,16,6,-32,-1,36,0.25
22500076,2025-11-28,2025-26,regular_season,SAS,DEN,1,,,,,,,,,,,42,12,7,42,20,17,5,-8,22,39,0.41
22500306,2025-11-30,2025-26,regular_season,SAS,MIN,0,,,,,,,,,,,33,13,7,-8,25,13,7,-1,8,37,0.459
22500322,2025-12-02,2025-26,regular_season,SAS,MEM,1,,,,,,,,,,,43,14,11,11,52,18,16,-25,-9,26,0.346
22500326,2025-12-03,2025-26,regular_season,SAS,ORL,1,,,,,,,,,,,38,24,8,-18,37,21,4,0,1,27,0.333
22500341,2025-12-05,2025-26,regular_season,SAS,CLE,0,,,,,,,,,,,36,17,11,-2,38,15,11,-14,-2,26,0.308
22500366,2025-12-08,2025-26,regular_season,SAS,NOP,1,,,,,,,,,,,53,25,9,29,23,5,9,-66,30,26,0.269
22501204,2025-12-10,2025-26,regular_season,SAS,LAL,1,,,,,,,,,,,62,24,13,15,16,11,2,-49,46,37,0.432
22501230,2025-12-13,2025-26,regular_season,SAS,OKC,1,22.0,0.6756756756756757,0.5909090909090909,12.0,9.0,2.0,2.0,5.0,2.0,21.0,35,27,4,-12,30,24,6,-14,5,37,0.243
22500370,2025-12-18,2025-26,regular_season,SAS,WAS,1,15.0,0.6313131313131313,0.5909090909090909,2.0,8.0,4.0,4.0,2.0,1.0,14.0,42,30,11,58,31,21,11,-41,11,36,0.25
22500383,2025-12-19,2025-26,regular_season,SAS,ATL,1,26.0,0.7190265486725664,0.7333333333333333,7.0,12.0,2.0,3.0,2.0,1.0,29.0,50,26,10,34,30,14,8,-44,20,40,0.25
22500399,2025-12-21,2025-26,regular_season,SAS,WAS,1,14.0,0.4888268156424581,0.46153846153846156,3.0,12.0,2.0,2.0,2.0,1.0,5.0,34,30,6,29,26,15,4,-32,8,45,0.244
22500417,2025-12-23,2025-26,regular_season,SAS,OKC,1,12.0,0.6072874493927125,0.6111111111111112,2.0,5.0,0.0,3.0,3.0,3.0,13.0,55,20,18,56,30,10,6,-47,25,30,0.4
22500010,2025-12-25,2025-26,regular_season,SAS,OKC,1,19.0,0.6690140845070423,0.5833333333333334,5.0,11.0,1.0,2.0,3.0,2.0,13.0,30,20,5,38,37,12,5,-43,-7,44,0.25
22500440,2025-12-27,2025-26,regular_season,SAS,UTA,0,32.0,0.6525285481239804,0.5714285714285714,8.0,7.0,5.0,3.0,3.0,3.0,-6.0,40,22,5,-23,26,14,13,0,14,37,0.459
22500456,2025-12-29,2025-26,regular_season,SAS,CLE,0,26.0,0.6109022556390977,0.5,12.0,14.0,1.0,3.0,2.0,1.0,-17.0,36,24,4,1,40,23,8,26,-4,42,0.31
22500467,2025-12-31,2025-26,regular_season,SAS,NYK,1,31.0,0.9451219512195123,0.9166666666666666,10.0,13.0,1.0,1.0,3.0,3.0,17.0,41,25,7,-27,40,16,13,48,1,52,0.423
22500476,2026-01-02,2025-26,regular_season,SAS,IND,1,,,,,,,,,,,33,21,6,-1,44,10,8,-37,-11,30,0.4
22500490,2026-01-03,2025-26,regular_season,SAS,POR,0,,,,,,,,,,,18,15,6,-13,20,13,4,12,-2,45,0.422
22500512,2026-01-06,2025-26,regular_season,SAS,MEM,0,30.0,0.6377551020408163,0.575,8.0,5.0,1.0,3.0,2.0,2.0,2.0,41,17,9,-6,27,23,12,17,14,49,0.367
22500523,2026-01-07,2025-26,regular_season,SAS,LAL,1,16.0,0.477326968973747,0.4666666666666667,4.0,14.0,4.0,2.0,4.0,3.0,9.0,33,27,6,11,22,15,3,-39,11,39,0.231
22500545,2026-01-10,2025-26,regular_season,SAS,BOS,1,21.0,0.5597014925373134,0.5,4.0,6.0,3.0,1.0,0.0,0.0,15.0,34,18,4,16,14,22,8,-7,20,44,0.364
22500552,2026-01-11,2025-26,regular_season,SAS,MIN,0,29.0,0.6473214285714286,0.5277777777777778,10.0,7.0,0.0,1.0,1.0,5.0,17.0,24,17,4,-36,18,15,6,-4,6,39,0.308
22500568,2026-01-13,2025-26,regular_season,SAS,OKC,0,17.0,0.48185941043083896,0.4666666666666667,6.0,7.0,1.0,1.0,1.0,2.0,-14.0,22,14,3,-38,41,17,10,62,-19,30,0.367
22500582,2026-01-15,2025-26,regular_season,SAS,MIL,1,22.0,0.8258258258258258,0.7916666666666666,3.0,10.0,2.0,1.0,1.0,2.0,27.0,34,20,7,-11,51,18,9,22,-17,48,0.354
22500598,2026-01-17,2025-26,regular_season,SAS,MIN,1,39.0,0.668724279835391,0.6086956521739131,14.0,9.0,2.0,3.0,2.0,2.0,5.0,27,17,16,10,7,9,7,-29,20,34,0.412
22500611,2026-01-19,2025-26,regular_season,SAS,UTA,1,33.0,0.7994186046511628,0.75,6.0,10.0,2.0,1.0,1.0,3.0,8.0,30,14,10,6,31,17,7,-24,-1,37,0.351
22500615,2026-01-20,2025-26,regular_season,SAS,HOU,0,14.0,0.30755711775043937,0.23809523809523808,4.0,10.0,0.0,2.0,1.0,4.0,-14.0,26,11,7,5,19,10,2,3,7,27,0.37
22500632,2026-01-22,2025-26,regular_season,SAS,UTA,1,26.0,0.8248730964467005,0.7857142857142857,4.0,14.0,5.0,3.0,3.0,2.0,19.0,15,12,6,1,28,16,6,-26,-13,30,0.4
22500654,2026-01-25,2025-26,regular_season,SAS,NOP,0,16.0,0.4291845493562232,0.4375,6.0,16.0,4.0,0.0,3.0,3.0,-12.0,34,18,8,16,20,15,2,-37,14,34,0.265
22500679,2026-01-28,2025-26,regular_season,SAS,HOU,1,28.0,0.6481481481481481,0.5333333333333333,15.0,16.0,5.0,3.0,4.0,4.0,6.0,23,12,5,27,15,15,4,6,8,23,0.348
22500697,2026-01-31,2025-26,regular_season,SAS,CHA,0,16.0,0.477326968973747,0.4,4.0,8.0,0.0,1.0,2.0,2.0,-14.0,37,11,6,-5,30,13,8,-4,7,35,0.371
22500703,2026-02-01,2025-26,regular_season,SAS,ORL,1,25.0,0.6377551020408163,0.5384615384615384,15.0,8.0,5.0,2.0,2.0,3.0,14.0,39,22,10,-28,36,8,5,25,3,30,0.333
22500730,2026-02-04,2025-26,regular_season,SAS,OKC,1,22.0,0.5635245901639344,0.59375,8.0,14.0,2.0,2.0,2.0,1.0,17.0,37,27,8,-8,22,13,7,-4,15,47,0.404
22500738,2026-02-05,2025-26,regular_season,SAS,DAL,1,29.0,0.8276255707762558,0.8214285714285714,8.0,11.0,3.0,6.0,3.0,4.0,14.0,44,21,14,26,15,12,9,-13,29,31,0.387
22500749,2026-02-07,2025-26,regular_season,SAS,DAL,1,16.0,0.5076142131979695,0.4642857142857143,4.0,11.0,3.0,1.0,0.0,1.0,3.0,39,19,5,-24,59,23,17,6,-20,37,0.405
22500774,2026-02-10,2025-26,regular_season,SAS,LAL,1,40.0,0.7911392405063291,0.75,12.0,12.0,1.0,2.0,4.0,2.0,22.0,45,21,20,48,55,21,9,-74,-10,25,0.44
22500788,2026-02-11,2025-26,regular_season,SAS,GSW,1,26.0,0.6074766355140188,0.5294117647058824,10.0,9.0,2.0,4.0,1.0,2.0,7.0,30,20,11,14,45,10,15,-15,-15,47,0.34
22500798,2026-02-19,2025-26,regular_season,SAS,PHX,1,17.0,0.535264483627204,0.5,2.0,11.0,5.0,4.0,1.0,1.0,23.0,52,27,14,51,31,20,10,-40,21,42,0.286
22500815,2026-02-21,2025-26,regular_season,SAS,SAC,1,28.0,0.6065857885615252,0.575,7.0,15.0,4.0,6.0,1.0,3.0,32.0,59,16,12,-18,39,14,13,4,20,32,0.281
22500828,2026-02-23,2025-26,regular_season,SAS,DET,1,21.0,0.5379098360655737,0.4375,8.0,17.0,6.0,4.0,3.0,4.0,13.0,22,14,5,3,30,13,3,-20,-8,36,0.194
22500843,2026-02-25,2025-26,regular_season,SAS,TOR,1,12.0,0.4098360655737705,0.2916666666666667,6.0,8.0,5.0,3.0,3.0,2.0,19.0,32,14,10,-10,25,17,6,-30,7,23,0.348
22500851,2026-02-26,2025-26,regular_season,SAS,BKN,1,12.0,0.5154639175257731,0.3333333333333333,6.0,8.0,2.0,5.0,1.0,5.0,15.0,56,18,8,27,43,21,9,-50,13,34,0.382
22500868,2026-03-01,2025-26,regular_season,SAS,NYK,0,25.0,0.5963740458015266,0.5,9.0,13.0,4.0,2.0,7.0,2.0,-15.0,23,10,9,-69,31,16,9,75,-8,48,0.354
22500888,2026-03-03,2025-26,regular_season,SAS,PHI,1,10.0,0.6944444444444444,0.7,5.0,8.0,6.0,4.0,3.0,0.0,41.0,54,23,26,88,36,21,8,-112,18,42,0.238
22500904,2026-03-05,2025-26,regular_season,SAS,DET,1,38.0,0.6588072122052705,0.5833333333333334,11.0,16.0,5.0,3.0,0.0,5.0,20.0,19,14,2,-3,40,25,5,-12,-21,28,0.429
22500913,2026-03-06,2025-26,regular_season,SAS,LAC,1,27.0,0.617001828153565,0.6190476190476191,2.0,10.0,4.0,1.0,1.0,2.0,10.0,50,22,6,6,29,14,4,-7,21,33,0.364
22500927,2026-03-08,2025-26,regular_season,SAS,HOU,1,29.0,0.8333333333333334,0.7692307692307693,10.0,8.0,4.0,1.0,0.0,1.0,27.0,60,11,18,26,24,11,6,-40,36,28,0.286
22500942,2026-03-10,2025-26,regular_season,SAS,BOS,1,39.0,0.7713607594936709,0.75,12.0,11.0,2.0,3.0,6.0,2.0,5.0,29,14,7,13,19,11,10,1,10,51,0.373
22500958,2026-03-12,2025-26,regular_season,SAS,DEN,0,,,,,,,,,,,36,24,11,11,21,7,3,-40,15,36,0.333
22500973,2026-03-14,2025-26,regular_season,SAS,CHA,1,32.0,0.6430868167202572,0.6458333333333334,2.0,12.0,4.0,8.0,2.0,3.0,6.0,33,20,2,13,19,15,6,3,14,54,0.333
22500990,2026-03-16,2025-26,regular_season,SAS,LAC,1,21.0,0.4924953095684803,0.5,3.0,13.0,4.0,2.0,3.0,0.0,7.0,30,18,4,17,31,10,4,14,-1,29,0.379
22500998,2026-03-17,2025-26,regular_season,SAS,SAC,1,18.0,0.6048387096774194,0.5714285714285714,2.0,8.0,1.0,3.0,0.0,2.0,23.0,55,28,26,36,28,15,9,-49,27,36,0.389
22501013,2026-03-19,2025-26,regular_season,SAS,PHX,1,34.0,0.6724683544303797,0.55,12.0,12.0,1.0,1.0,3.0,2.0,18.0,13,13,10,-36,17,22,5,24,-4,36,0.306
22501028,2026-03-21,2025-26,regular_season,SAS,IND,1,20.0,0.5175983436853002,0.4722222222222222,3.0,8.0,5.0,6.0,2.0,2.0,14.0,42,23,11,3,45,14,21,-8,-3,35,0.457
22501041,2026-03-23,2025-26,regular_season,SAS,MIA,1,26.0,0.5574614065180102,0.5227272727272727,3.0,15.0,5.0,4.0,2.0,3.0,19.0,35,27,10,42,40,18,17,-37,-5,52,0.308
22501056,2026-03-25,2025-26,regular_season,SAS,MEM,1,19.0,0.5821078431372549,0.5666666666666667,3.0,15.0,7.0,3.0,2.0,1.0,34.0,47,21,12,-27,55,12,8,-36,-8,50,0.32
22501076,2026-03-28,2025-26,regular_season,SAS,MIL,1,23.0,0.45275590551181105,0.3333333333333333,10.0,15.0,1.0,6.0,3.0,1.0,14.0,39,8,13,80,38,16,8,-67,1,46,0.304
22501094,2026-03-30,2025-26,regular_season,SAS,CHI,1,41.0,0.7127955493741307,0.6851851851851852,4.0,16.0,3.0,4.0,2.0,2.0,15.0,33,14,10,-4,35,12,6,-14,-2,44,0.295
22501113,2026-04-01,2025-26,regular_season,SAS,GSW,1,41.0,0.8032915360501568,0.7727272727272727,8.0,18.0,3.0,3.0,0.0,0.0,16.0,39,12,12,23,57,11,9,-40,-18,35,0.4
22501119,2026-04-02,2025-26,regular_season,SAS,LAC,1,,,,,,,,,,,36,12,13,27,19,17,10,-40,17,27,0.185
22501130,2026-04-04,2025-26,regular_season,SAS,DEN,0,34.0,0.6944444444444444,0.5294117647058824,17.0,18.0,5.0,7.0,1.0,3.0,4.0,30,13,5,-3,28,11,3,-23,2,46,0.413
22501146,2026-04-06,2025-26,regular_season,SAS,PHI,1,17.0,0.6661442006269592,0.6818181818181818,4.0,5.0,3.0,1.0,2.0,2.0,7.0,50,21,4,20,18,13,1,-18,32,31,0.323
22501161,2026-04-08,2025-26,regular_season,SAS,POR,1,,,,,,,,,,,31,16,13,26,10,9,1,-49,21,37,0.324
22501180,2026-04-10,2025-26,regular_season,SAS,DAL,1,40.0,0.7183908045977011,0.6521739130434783,11.0,13.0,2.0,5.0,2.0,0.0,10.0,47,23,11,43,32,23,9,-50,15,40,0.375
22501197,2026-04-12,2025-26,regular_season,SAS,DEN,0,,,,,,,,,,,40,18,5,-36,50,27,11,12,-10,30,0.367
42500151,2026-04-19,2025-26,playoffs,SAS,POR,1,35.0,0.7543103448275862,0.7380952380952381,5.0,5.0,2.0,1.0,4.0,2.0,4.0,21,20,4,30,23,18,6,-37,-2,38,0.263
42500152,2026-04-21,2025-26,playoffs,SAS,POR,0,5.0,0.5252100840336135,0.3333333333333333,4.0,4.0,1.0,1.0,2.0,1.0,-7.0,33,11,6,4,26,14,5,-8,7,38,0.342
42500153,2026-04-24,2025-26,playoffs,SAS,POR,1,,,,,,,,,,,17,17,8,26,26,19,3,-23,-9,38,0.368
42500154,2026-04-26,2025-26,playoffs,SAS,POR,1,27.0,0.6578947368421053,0.5588235294117647,8.0,12.0,7.0,3.0,4.0,3.0,28.0,24,12,5,7,22,16,3,-28,2,31,0.323
42500155,2026-04-28,2025-26,playoffs,SAS,POR,1,17.0,0.8817427385892116,0.7857142857142857,6.0,14.0,6.0,3.0,1.0,3.0,20.0,32,14,5,5,37,12,6,-31,-5,47,0.234
42500231,2026-05-04,2025-26,playoffs,SAS,MIN,0,11.0,0.30760626398210295,0.29411764705882354,2.0,15.0,12.0,5.0,3.0,3.0,5.0,32,13,6,-12,32,7,11,8,0,26,0.385
42500232,2026-05-06,2025-26,playoffs,SAS,MIN,1,19.0,0.5821078431372549,0.5333333333333333,3.0,15.0,2.0,2.0,2.0,1.0,12.0,54,26,14,94,43,13,15,-63,11,30,0.3
42500233,2026-05-08,2025-26,playoffs,SAS,MIN,1,39.0,0.8376288659793814,0.8055555555555556,12.0,15.0,5.0,1.0,1.0,5.0,16.0,27,8,2,-11,18,11,4,3,9,40,0.35
42500234,2026-05-10,2025-26,playoffs,SAS,MIN,0,4.0,0.4,0.4,0.0,4.0,0.0,1.0,2.0,3.0,-1.0,19,18,3,-13,27,15,8,14,-8,27,0.37
42500235,2026-05-12,2025-26,playoffs,SAS,MIN,1,27.0,0.6763527054108216,0.625,9.0,17.0,3.0,5.0,4.0,1.0,24.0,44,18,7,56,15,10,6,-62,29,33,0.273
42500236,2026-05-15,2025-26,playoffs,SAS,MIN,1,19.0,0.6350267379679144,0.5454545454545454,9.0,6.0,3.0,2.0,4.0,3.0,25.0,44,28,18,32,41,11,9,-21,3,34,0.353
42500311,2026-05-18,2025-26,playoffs,SAS,OKC,1,41.0,0.6673177083333334,0.58,13.0,24.0,3.0,3.0,3.0,4.0,16.0,16,5,2,-5,22,16,4,-17,-6,45,0.378
42500312,2026-05-20,2025-26,playoffs,SAS,OKC,0,21.0,0.6220379146919431,0.59375,2.0,17.0,4.0,6.0,4.0,3.0,1.0,27,9,4,-25,47,14,15,3,-20,36,0.361
42500313,2026-05-22,2025-26,playoffs,SAS,OKC,0,26.0,0.6701030927835052,0.6,10.0,4.0,2.0,3.0,2.0,3.0,4.0,23,9,6,-62,33,24,10,2,-10,38,0.447
42500314,2026-05-24,2025-26,playoffs,SAS,OKC,1,33.0,0.635593220338983,0.5681818181818182,9.0,8.0,3.0,5.0,4.0,2.0,29.0,30,21,4,27,36,24,9,-61,-6,33,0.182
42500315,2026-05-26,2025-26,playoffs,SAS,OKC,0,20.0,0.49309664694280075,0.26666666666666666,12.0,6.0,3.0,1.0,2.0,2.0,-8.0,33,14,5,-16,40,13,7,4,-7,32,0.438
42500316,2026-05-28,2025-26,playoffs,SAS,OKC,1,28.0,0.6151142355008787,0.5714285714285714,4.0,10.0,3.0,2.0,3.0,0.0,13.0,46,25,8,50,44,18,9,-74,2,40,0.25
42500317,2026-05-30,2025-26,playoffs,SAS,OKC,1,22.0,0.6084070796460177,0.5666666666666667,7.0,7.0,1.0,2.0,1.0,5.0,7.0,27,15,4,13,24,8,2,-32,3,35,0.343
42500401,2026-06-03,2025-26,playoffs,SAS,NYK,1,5.0,0.625,0.625,0.0,1.0,1.0,0.0,1.0,0.0,-3.0,2,3,0,15,3,1,0,-17,-1,7,0.286
